entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
GRZEGORZ JANIK,Wrocław,53-312,2002-02-04,87494,SPÓŁKA JAWNA,"""TOTAL"" AGENCJA HANDLOWA SPÓŁKA JAWNA, JANIK GRZEGORZ I S-KA","""TOTAL"" AGENCJA HANDLOWA SPÓŁKA JAWNA, JANIK GRZEGORZ I S-KA",8990105907.0,930548620.0,,,,,,,,,,,,,,,,GRZEGORZ JANIK,209000
IGLO RECORDS,Poznań,60-461,2016-01-21,596807,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,IGLO RECORDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,IGLO RECORDS,9452189934.0,363551227.0,,,Igor Marek Walaszek,True,,,,,,,,,,,,IGLO RECORDS,300000
Imprezownia Woja Wojtczak-Kolisz Spółka Jawna,Opole,45-268,2007-12-28,296040,SPÓŁKA JAWNA,IMPREZOWNIA-WOJA WOJTCZAK-KOLISZ SPÓŁKA JAWNA,IMPREZOWNIA-WOJA WOJTCZAK-KOLISZ,7542922768.0,160165412.0,True,,,,,,,,,,,,,,,Imprezownia Woja Wojtczak-Kolisz Spółka Jawna,664500
Instytut Rozwoju Wyobraźni,Łódź,90-254,2016-10-18,642637,FUNDACJA,INSTYTUT ROZWOJU WYOBRAŹNI,INSTYTUT ROZWOJU WYOBRAŹNI,7252155415.0,365663344.0,,,Janusz Rutkowski,,,,,,,,,,,,,Instytut Rozwoju Wyobraźni,71211
Katarzyna Kamińska,Złotoria,87-124,2001-04-06,6902,SPÓŁKA JAWNA,"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""EURO-LIGHT"" ANDRZEJ HERCKA I KATARZYNA KAMIŃSKA-BLUJ SPÓŁKA JAWNA","PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""EURO-LIGHT"" ANDRZEJ HERCKA I KATARZYNA KAMIŃSKA-BLUJ",,8366440.0,,,,,,,,,,,,,,,,Katarzyna Kamińska,2233
Kielecki Teatr Tańca,Kielce,25-334,2001-12-06,51516,STOWARZYSZENIE,STOWARZYSZENIE PRZYJACIÓŁ KIELECKIEGO TEATRU TAŃCA,STOWARZYSZENIE PRZYJACIÓŁ KIELECKIEGO TEATRU TAŃCA,6572142282.0,290939407.0,,,Joanna Grzela,,,,,,,,,,,,,Kielecki Teatr Tańca,393200
Krajowe Centrum Bezpieczeństwa Ruchu Drogowego,Warszawa,00-542,2004-12-06,223179,FUNDACJA,KRAJOWE CENTRUM BEZPIECZEŃSTWA RUCHU DROGOWEGO,KRAJOWE CENTRUM BEZPIECZEŃSTWA RUCHU DROGOWEGO,5262823188.0,15897895.0,,,Jacek Zalewski,,,,,,,,,,,,,Krajowe Centrum Bezpieczeństwa Ruchu Drogowego,7000
Krajowe Centrum Bezpieczeństwa Ruchu Drogowego,Warszawa,02-495,2011-11-15,402081,SPÓŁKA JAWNA,KRAJOWE CENTRUM POPULARYZACJI BEZPIECZEŃSTWA RUCHU DROGOWEGO T. TUSZYŃSKI I WSPÓLNICY SPÓŁKA JAWNA,KRAJOWE CENTRUM POPULARYZACJI BEZPIECZEŃSTWA RUCHU DROGOWEGO T. TUSZYŃSKI I WSPÓLNICY,5213622314.0,145875157.0,,,,,,,,,,,,,,,,Krajowe Centrum Bezpieczeństwa Ruchu Drogowego,7000
Krakowska Fundacja Teatralna,Kraków,31-111,2014-08-06,518943,FUNDACJA,KRAKOWSKA FUNDACJA TEATRALNA,KRAKOWSKA FUNDACJA TEATRALNA,6762478275.0,123179788.0,,,Leszek Zdzisław Kwiatkowski,,,,,,,,,,,,,Krakowska Fundacja Teatralna,400000
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Kraków,31-044,2003-05-26,162766,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR,6782891848.0,356719267.0,,,Krzysztof Guz,,,,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Gdańsk,80-180,2009-07-17,333608,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR,5833076521.0,220838164.0,,,Katarzyna Małgorzata Gardias Kudasiewicz,,,,,,True,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Toruń,87-100,2014-06-13,513226,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR,8792674102.0,341586697.0,,,Hanna Wincentyna Makowska,,,,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Białystok,15-701,2013-05-10,461389,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""KREATOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",KREATOR,5423231809.0,200782226.0,,,Anna Krasuska,,,,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Zielona Góra,65-119,2005-07-15,238066,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR,9730831758.0,80030349.0,,,Anna Bronisława Owoc Piątek,,,,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Przytkowice,34-141,2015-04-07,552084,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR KOMPONENTY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR KOMPONENTY,5512621558.0,361197052.0,,,Wojciech Mirosław Kaczmarczyk,,,,,True,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wrocław,50-541,2007-07-24,285303,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""KREATOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",KREATOR,8982116641.0,20565459.0,,,Katarzyna Alicja Grzempowska,,,True,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Warszawa,02-511,2006-05-22,257285,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""KREATOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",KREATOR,5213465406.0,140703291.0,,,Faris Al-Obaidy Al-Zeena,,,,True,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Gliwice,44-100,2018-05-11,731335,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATORZY ZMIAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATORZY ZMIAN,6312679571.0,380203094.0,,,Przemysław Tarka,,,,True,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Kielce,25-217,2018-09-11,748200,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KREATOR,6572939649.0,381281328.0,True,,Magdalena Iga Misztal,,,,,,,,,,,,,KREATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,286630
KRYSIAK POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Bońki,09-100,2017-02-22,664974,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KRYSIAK POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,KRYSIAK POLSKA,5671909183.0,366618802.0,True,,Robert Krysiak,,,,,,,,,,,,,KRYSIAK POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,664500
Krzysztof Wiśniewski,Olsztyn,10-273,2001-09-26,45428,SPÓŁKA JAWNA,ALGAZ SPÓŁKA JAWNA MIROSŁAW KOCHANOWSKI KRZYSZTOF WIŚNIEWSKI,ALGAZ SPÓŁKA JAWNA MIROSŁAW KOCHANOWSKI KRZYSZTOF WIŚNIEWSKI,7390100278.0,510550929.0,,,,,,,,,True,,,,,,,Krzysztof Wiśniewski,20833
Krzysztof Wiśniewski,Zielonki,32-087,2005-08-17,239715,SPÓŁKA JAWNA,"SALSA SPÓŁKA JAWNA KRZYSZTOF WIŚNIEWSKI, ADAM MEUS","SALSA SPÓŁKA JAWNA KRZYSZTOF WIŚNIEWSKI, ADAM MEUS",9451169214.0,350847679.0,,,,,,,,,,,,,,,,Krzysztof Wiśniewski,20833
Krzysztof Wiśniewski,Szczecin,71-467,2018-07-27,741948,SPÓŁKA JAWNA,"C&W EWA CHROBROWSKA, KRZYSZTOF WIŚNIEWSKI SPÓŁKA JAWNA","C&W EWA CHROBROWSKA, KRZYSZTOF WIŚNIEWSKI",8513227960.0,380854242.0,,,,,,,,,,,,,True,,,Krzysztof Wiśniewski,20833
Krzysztof Wiśniewski,Lubicz,87-162,2002-03-21,101350,SPÓŁKA JAWNA,"DELIKATESIK KATARZYNA WIŚNIEWSKA, KRZYSZTOF WIŚNIEWSKI SPÓŁKA JAWNA","DELIKATESIK KATARZYNA WIŚNIEWSKA, KRZYSZTOF WIŚNIEWSKI",8792155566.0,871203013.0,,,,,,,,,,,,,,,,Krzysztof Wiśniewski,20833
Kulturalna Polska,Katowice,40-507,2005-05-30,235114,STOWARZYSZENIE,POLSKIE TOWARZYSTWO KULTURALNE,POLSKIE TOWARZYSTWO KULTURALNE,6412354414.0,240112492.0,,,Sławomir Janusz Owczarczuk,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,00-029,2019-01-09,766107,FUNDACJA,FUNDACJA KULTURALNA POLSKA,FUNDACJA KULTURALNA POLSKA,5252776642.0,382282442.0,,,Anna Grażyna Popek,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Rzeszów,35-064,2019-10-30,811444,FUNDACJA,FUNDACJA POLSKA KULTURALNA,FUNDACJA POLSKA KULTURALNA,8133825703.0,384743002.0,,,Edyta Agnieszka Podkulska,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,03-243,2019-11-29,814592,STOWARZYSZENIE,STOWARZYSZENIE KULTURALNE POLSKA - KOREA,STOWARZYSZENIE KULTURALNE POLSKA - KOREA,5242894676.0,384977562.0,,,Goang Hyon Kim,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,04-904,2011-02-04,377620,STOWARZYSZENIE,POLSKIE STOWARZYSZENIE KULTURALNO - PRZYRODNICZE,POLSKIE STOWARZYSZENIE KULTURALNO - PRZYRODNICZE,,,,,Franciszek Jan Michera,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,03-340,2002-02-04,88522,STOWARZYSZENIE,POLSKIE STOWARZYSZENIE KULTURALNO-OŚWIATOWE,POLSKIE STOWARZYSZENIE KULTURALNO-OŚWIATOWE,5242413398.0,17473567.0,,,Tomasz Gałkowski,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,02-001,2019-05-16,786609,STOWARZYSZENIE,STOWARZYSZENIE TADŻYCKO POLSKIE CENTRUM KULTURALNE,STOWARZYSZENIE TADŻYCKO POLSKIE CENTRUM KULTURALNE,5213866312.0,383378581.0,,,Muhamadikbol Hisainov,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Warszawa,01-496,2010-10-22,368541,STOWARZYSZENIE,"""POLSKIE TOWARZYSTWO KULTURALNE PRO MILITARI","""POLSKIE TOWARZYSTWO KULTURALNE PRO MILITARI",,,,,Czesław Kobierski,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Poznań,61-858,2007-11-12,292506,STOWARZYSZENIE,"STOWARZYSZENIE SPOŁECZNO-KULTURALNE ""POLSKA-UKRAINA""","STOWARZYSZENIE SPOŁECZNO-KULTURALNE ""POLSKA-UKRAINA""",7781451088.0,300723380.0,,,Witold Marek Horowski,,,,,,,,,,,,,Kulturalna Polska,1571
Kulturalna Polska,Rzeszów,35-064,2019-02-14,771810,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,POLSKA KULTURALNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,POLSKA KULTURALNA,8133806143.0,382580636.0,,,Edyta Agnieszka Podkulska,,,,,True,,,,,,,,Kulturalna Polska,1571
LDS Spółka z ograniczoną odpowiedzialnością,Ostrowiec Świętokrzyski,27-400,2018-09-28,749313,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,BC-LDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,BC-LDS,6612315620.0,260241475.0,,,Wojciech Cholewiński,,,,,True,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Zabierzów,32-080,2017-11-13,703762,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS,5512633030.0,368753332.0,True,,Krystian Mateusz Łyczak,,,,,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Poznań,61-248,2018-09-28,750826,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,TEKO LDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,TEKO LDS,7822837555.0,381423047.0,,,Piotr Filip Dawidowski,True,,,,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Pniewy,62-045,2019-02-19,772658,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS OFFICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS OFFICE,7872130473.0,382611816.0,,True,Łukasz Damian Szymkowiak,,,,,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Ostrowiec Świętokrzyski,27-400,2010-12-06,371545,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS SERVICE,7811858594.0,301612055.0,,,Paweł Węgrzecki,,,,,True,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Lublin,20-551,2019-04-29,784445,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS LUBLIN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS LUBLIN,7123386354.0,383257469.0,,,Marcin Górny,,,True,,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Sosnowiec,41-200,2017-05-17,678223,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,LDS CONCEPT,6443527028.0,367309144.0,,,Wojciech Barczak,,,,True,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
LDS Spółka z ograniczoną odpowiedzialnością,Warszawa,02-495,2003-12-31,183311,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""ZAKŁAD PRODUKCJI CYSTERN LDS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ZAKŁAD PRODUKCJI CYSTERN LDS,,,,,,,,,,,,,,,,,,LDS Spółka z ograniczoną odpowiedzialnością,132000
"LED4live Tomasz Łysiak, Marcin Białek Spółka Komandytowa",Mechnice,46-073,2017-04-25,675391,SPÓŁKA KOMANDYTOWA,"LED4LIVE TOMASZ ŁYSIAK, MARCIN BIAŁEK SPÓŁKA KOMANDYTOWA","LED4LIVE TOMASZ ŁYSIAK, MARCIN BIAŁEK",9910510205.0,367129809.0,,True,,,,,,,,,,,,,,"LED4live Tomasz Łysiak, Marcin Białek Spółka Komandytowa",300000
Lim8 Spółka z ograniczoną odpowiedzialnością,Łódź,92-631,2005-02-28,227995,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"""LIM8"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",LIM8,7251893499.0,100012804.0,,,Artur Schutter,,,,,,,,,,,,,Lim8 Spółka z ograniczoną odpowiedzialnością,500000
LIVE SP. Z O.O.,Dąbrowa Górnicza,41-303,2016-05-06,616716,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MEDIA NEW LIVE SP. Z O.O. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MEDIA NEW LIVE,6292474623.0,364387847.0,,,Sławomir Domaniecki,True,,,,,,,,,,,,LIVE SP. Z O.O.,664500
Lovin' Warsaw,Warszawa,03-382,2018-05-18,732558,FUNDACJA,LOVIN' WARSAW,LOVIN' WARSAW,5242864712.0,380262369.0,,,Paulina Julia Kardas,,,,,,,,,,,,,Lovin' Warsaw,31100
"LSV TECHNIKA T.ICIAK, T.WIŚNIEWSKI SPÓŁKA JAWNA",Bydgoszcz,85-862,2015-12-30,594346,SPÓŁKA JAWNA,"LSV TECHNIKA T.ICIAK, T.WIŚNIEWSKI SPÓŁKA JAWNA","LSV TECHNIKA T.ICIAK, T.WIŚNIEWSKI",9671369139.0,363350724.0,True,,,,,,,,,,,,,,,"LSV TECHNIKA T.ICIAK, T.WIŚNIEWSKI SPÓŁKA JAWNA",91369
"Łemkowski Zespół Pieśni i Tańca ""Kyczera""",Legnica,59-220,2001-09-25,38955,STOWARZYSZENIE,"ŁEMKOWSKI ZESPÓŁ PIEŚNI I TAŃCA ""KYCZERA""","ŁEMKOWSKI ZESPÓŁ PIEŚNI I TAŃCA ""KYCZERA""",6912034210.0,390035329.0,,,Jerzy Starzyński,,,,,,,,,,,,,"Łemkowski Zespół Pieśni i Tańca ""Kyczera""",173650
Łukasz Matuszewski,Międzyrzecz,66-300,2002-03-15,98625,SPÓŁKA JAWNA,"ZAKŁAD HANDLU PRODUKTAMI NAFTOWYMI ""WDM"" SPÓŁKA JAWNA ŁUKASZ MATUSZEWSKI, EDWARD MATUSZEWSKI","ZAKŁAD HANDLU PRODUKTAMI NAFTOWYMI ""WDM"" SPÓŁKA JAWNA ŁUKASZ MATUSZEWSKI, EDWARD MATUSZEWSKI",5992662875.0,211053289.0,,,,,,,,,,,,,,,,Łukasz Matuszewski,1130
M STUDIO,Góra Kalwaria,05-530,2019-08-05,798063,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,M & M STUDIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,M & M STUDIO,1231445984.0,384046792.0,,,,True,,,,,,,,,,,,M STUDIO,254639
M STUDIO,Kraków,31-831,2001-04-02,5730,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M,6782819437.0,356284711.0,,,Rafał Lipień,,,,,,,,,,,,,M STUDIO,254639
M STUDIO,Brzesko,32-800,2015-04-22,554705,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO - M SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO - M,8691984048.0,361355290.0,,,Marzena Gurgul,,,,,True,,,,,,,,M STUDIO,254639
M STUDIO,Luboń,62-030,2018-02-05,717270,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M,7831772192.0,369425759.0,,,,,True,,,,,,,,,,,M STUDIO,254639
M STUDIO,Przemyśl,37-700,2015-09-25,577091,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M,8133708713.0,362568237.0,,,Maciej Marcin Makarowski,,,,,True,,,,,,,,M STUDIO,254639
M STUDIO,Gdańsk,80-119,2017-07-21,687781,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"STUDIO FILMOWE M&M ""STOLEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","STUDIO FILMOWE M&M ""STOLEM""",5833256660.0,367838380.0,,,Marek Kazimierz Klat,True,,,,,,,,,,,,M STUDIO,254639
M STUDIO,Gliwice,44-103,2020-01-10,822692,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,M BEAUTY STUDIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,M BEAUTY STUDIO,6312689351.0,385274408.0,,,Mariia Starovoitova,,,,,,,,,,,True,,M STUDIO,254639
M STUDIO,Warszawa,04-255,2020-04-27,838413,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M GRUPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,STUDIO M GRUPA,9522205898.0,385964768.0,,,,,True,,,,,,,,,,,M STUDIO,254639
M STUDIO,Bielsko-Biała,43-300,2018-12-06,758580,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,V&M STUDIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,V&M STUDIO,5472209684.0,381974043.0,,,Maria Stroeva,,,,,,,,,,True,,,M STUDIO,254639
M STUDIO,Wrocław,52-416,2018-03-02,721734,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,P&M STUDIO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,P&M STUDIO,8943127095.0,369548309.0,,,,,,,,,,,,,,True,,M STUDIO,254639
MADRUGADA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Warszawa,01-548,2017-02-09,662938,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MADRUGADA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MADRUGADA,5252698103.0,366534293.0,True,,Katarzyna Kowalska,,,,,,,,,,,,,MADRUGADA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,100000
Metal Mind Productions spółka z ograniczoną odpowiedzialnością,Katowice,40-534,2001-10-04,47789,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,METAL MIND PRODUCTIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,METAL MIND PRODUCTIONS,6340126223.0,3467885.0,True,,Mariola Michalina Dziubińska,,,,,,,,,,,,,Metal Mind Productions spółka z ograniczoną odpowiedzialnością,248464
MGS Spółka z Ograniczoną Odpowiedzialnością,Katowice,40-203,2010-11-02,369213,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS MANAGEMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS MANAGEMENT,9542711914.0,241750740.0,,,Bogdan Jan Hanzelko,,True,,,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Gdynia,81-393,2007-07-13,284817,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS,5862198066.0,220452648.0,,,,,,,,True,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Bytom,41-907,2004-02-18,193199,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS,2050000032.0,278158932.0,,,Krystian Tomasz Madejski,,,,,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Czułów,32-060,2018-02-16,719337,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS,9442258964.0,369514240.0,,,Marek Kazimierz Gubała,,,,,,,,,,,True,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Warszawa,02-739,2013-10-16,481104,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS,5213657353.0,146923792.0,,,Krzysztof Antoni Małek,,,,,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
MGS Spółka z Ograniczoną Odpowiedzialnością,Kraków,31-532,2011-06-17,389428,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MGS,6751455514.0,121558760.0,,,Grzegorz Piotr Ogonowski,True,,,,,,,,,,,,MGS Spółka z Ograniczoną Odpowiedzialnością,169000
